Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
22.08.19;18:14:04;1;0;0.1627;0.1902;0.1564;0.1701;0.1608;0.1902;0.1701;0.1706;0.3667;0.4328;0.4088;0.4088;0.4025;0.4284;0.4319;0.4319;0.556;0.561;0.618;0.584;0.600;0.556;0.606;0.605;
