Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
22.08.19;18:36:45;1;0;0.1598;0.1750;0.1588;0.1833;0.1456;0.1593;0.1706;0.1819;0.4103;0.4353;0.4309;0.4319;0.3627;0.3966;0.4368;0.4348;0.611;0.598;0.631;0.575;0.599;0.598;0.609;0.582;
