Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
22.08.19;19:01:04;1;0;0.1505;0.1574;0.1578;0.1471;0.1446;0.1662;0.1324;0.1554;0.3745;0.3902;0.3544;0.3598;0.3451;0.3696;0.3387;0.3716;0.598;0.597;0.555;0.591;0.581;0.550;0.609;0.582;
